	sentence_index	TEXT	LABEL	SPLITSET_LABEL
315	316	now , if it only had a brain	0.25	2
316	317	a savvy exploration of paranoia and insecurity in america 's culture of fear	0.84722	2
317	318	legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral	0.75	2
318	319	the film 's greatest asset is how much it 's not just another connect the dots , spy on the run picture	0.81944	2
319	320	this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences	0.90278	2
320	321	it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental	0.81944	2
321	322	morton is , as usual , brilliant	0.94444	2
322	323	even with all those rough edges safely sanded down , the american insomnia is still pretty darned good	0.80556	2
323	324	i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it	0.69444	2
324	325	the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology	0.66667	2
325	326	nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a risk if you choose to see it	0.22222	2
326	327	i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme	0.875	2
327	328	you could say that it 's slow at times , you could say that a few of the characters act in ways that real people would n't , but one thing you could n't say is that alias betty is predictable	0.55556	2
328	329	asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy	0.55556	2
329	330	roman coppola may never become the filmmaker his dad was , but heck few filmmakers will	0.63889	2
330	331	but based on cq , i 'll certainly be keeping an eye out for his next project	0.73611	2
331	332	an amusing , breezily apolitical documentary about life on the campaign trail	0.73611	2
332	333	high on melodrama	0.41667	2
333	334	but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast	0.68056	2
334	335	finally , a genre movie that delivers in a couple of genres , no less	0.79167	2
335	336	it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world	0.72222	2
336	337	spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects	0.54167	2
337	338	he just wants them to be part of the action , the wallpaper of his chosen reality	0.61111	2
338	339	here , thankfully , they are	0.58333	2
339	340	post 9 11 the philosophical message of `` personal freedom first '' might not be as palatable as intended	0.44444	1
340	341	hu and liu offer natural , matter of fact performances that glint with sorrow , longing and love	0.83333	2
341	342	this bold and lyrical first feature from raja amari expands the pat notion that middle aged women just wanna have fun into a rousing treatise of sensual empowerment	0.88889	2
342	343	easier to respect than enthuse over , andersson 's rigorous personal vision is not only distanced but distancing	0.45833	2
343	344	girls gone wild and gone civil again	0.5	2
344	345	tunney is allowed to build an uncommonly human character , an almost real live girl complete with trouble and hope	0.59722	2
345	346	while this film is not in the least surprising , it is still ultimately very satisfying	0.76389	2
346	347	think of it as a sort of comfort food for the mind	0.83333	2
347	348	clever , brutal and strangely soulful movie	0.73611	2
348	349	always remains movingly genuine	0.94444	2
349	350	an intelligent fiction about learning through cultural clash	0.77778	2
350	351	will grab your children by the imagination and amaze them and amuse them	0.93056	2
351	352	a remarkable 179 minute meditation on the nature of revolution	0.875	2
352	353	those who would follow haneke on his creepy explorations are rewarded by brutal , committed performances from huppert and magimel	0.80556	2
353	354	an involving true story of a chinese actor who takes up drugs and winds up in an institution acted mostly by the actual people involved	0.77778	2
354	355	hands down the year 's most thought provoking film	0.88889	2
355	356	but it pays a price for its intricate intellectual gamesmanship	0.34722	2
356	357	it 's a terrific american sports movie and dennis quaid is its athletic heart	0.84722	2
357	358	this is such a high energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak	0.69444	2
358	359	compelling revenge thriller , though somewhat weakened by a miscast leading lady	0.65278	2
359	360	it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family	0.83333	2
360	361	a whole lot foul , freaky and funny	0.79167	2
361	362	attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage	0.69444	2
362	363	the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40 minute running time	0.69444	2
363	364	the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain	0.70833	2
364	365	foster nails the role , giving a tight , focused performance illuminated by shards of feeling	0.66667	2
365	366	even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries	0.77778	2
366	367	is office work really as alienating as ` bartleby ' so effectively makes it ?	0.44444	2
367	368	farrell thankfully manages to outshine the role and successfully plays the foil to willis 's world weary colonel	0.73611	2
368	369	audiences conditioned to getting weepy over saucer eyed , downy cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar free wit	0.33333	2
369	370	bennett 's dramatization of her personal descent into post breakup perdition has a morbid appeal that 's tough to shake	0.52778	2
370	371	an intriguing and entertaining introduction to johnson	0.88889	2
371	372	as expected , sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances	0.77778	2
372	373	a model of what films like this should be like	0.94444	2
373	374	as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create	0.86111	2
